SL NO,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short Description,Description,In stock?,Sold individually?,Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Position,Meta: _specifications_display_attributes,Meta: _per_product_admin_commission_type,product-url,image_url
,simple,,Resistor 5.6 ohm 5W,1,0,visible,,"Resistor 5.6Ω 5W 
",1,0,1,Thanks for purchasing,,5.00,"Passive Components,Resistors",,Dhaka Only,5.6-ohm-5.6Ω-5w-5watt-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-resistors/5.6-5w-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh,https://www.electronics.com.bd/image/cache/catalog/others/5.6-ohm-5.6Ω-5w-5watt-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg
,simple,,Arduino Mega 2560 ADK,1,0,visible,,"Arduino Mega 2560 ADK For Android (Accessory Development Kit) Microcontroller R3 Info 
  
The  
Arduino MEGA ADK 
 is a microcontroller board based on the  
ATmega2560 
. It has a USB host interface to connect with  
Android 
 based phones, based on the  
MAX3421e 
 IC. The  
Mega ADK 
 is compatible with all of  
Android's Accessory Development Kit 
 examples and also acts like the  
Arduino Mega 
. It has 54 digital input/output pins (of which 15 can be used as PWM outputs), 16 analog inputs, 4 UARTs (hardware serial ports), a 16 MHz crystal oscillator, a USB connection, a power jack, an ICSP header, and a reset button. You can connect any sort of sensor, LED, motor, etc to your  
Android based phones 
 using  
Android Mega ADK 
. 
  
Arduino Mega 2560 ADK for Android Microcontroller R3 - General Specifications 
  
54 I/O pins (15 PWM) 
16 analog I/O pins 
4 UARTs 
16 MHz crystal oscillator 
USB Connector 
ICSP Header 
Reset Button 
Power connection 
  
Arduino Mega 2560 ADK for Android Microcontroller R3 - Technical Specifications 
  
Microcontroller 
: ATmega2560 
Operating Voltage 
: 5V 
Input Voltage (recommended) 
: 7-12V 
Input Voltage (limits) 
: 6-20V 
Digital I/O Pins 
: 54 (of which 15 provide PWM output) 
Analog Input Pins 
: 16 
DC Current per I/O Pin 
: 40 mA 
DC Current for 3.3V Pin 
: 50 mA 
Flash Memory 
: 256 KB 
SRAM 
: 8 KB 
EEPROM 
: 4 KB 
Clock Speed 
: 16 MHz 
USB Host Chip 
: MAX3421E 
",1,0,1,Thanks for purchasing,,"2,800.00","Active Components,Modules",,Dhaka Only,"91066-Arduino-Mega-2560-ADK-for-Android-Pic01-1200x630w-1000x1000.png,91066-Arduino-Mega-2560-ADK-for-Android-Pic02-700x700-1000x1000.png",0,yes,percentage,https://www.electronics.com.bd/Active-Components/Active-Components-modules/arduino-mega-2560-adk-parts-ic-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh,"https://www.electronics.com.bd/image/cache/catalog/arduino/91066-Arduino-Mega-2560-ADK-for-Android-Pic01-1200x630w-1000x1000.png,https://www.electronics.com.bd/image/cache/catalog/arduino/91066-Arduino-Mega-2560-ADK-for-Android-Pic02-700x700-1000x1000.png"
,simple,,LDR Small,1,0,visible,,"LDRs or Light Dependent Resistors are very useful especially in light/dark sensor circuits. Normally the resistance of an LDR is very high, but when they are illuminated with light resistance drops dramatically. 
",1,0,1,Thanks for purchasing,,5.00,"Passive Components,Resistors",,Dhaka Only,LDR-big-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-resistors/ldr-%20ldr-small-electronics-parts-microcontrollers-robotics-bangladesh,https://www.electronics.com.bd/image/cache/catalog/ldr/LDR-big-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg
,simple,,Variable Capacitor 0-20pf,1,0,visible,,"Variable Capacitor 0pf - 20pf 
",1,0,1,Thanks for purchasing,,10.00,"Passive Components,Capacitors",,Dhaka Only,variable-acpacitor-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-capacitors/variable0-to-20-parts-ic-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh,https://www.electronics.com.bd/image/cache/catalog/capacitor/variable-acpacitor-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg
,simple,,Miniso Screwdriver Set 37 Pieces,1,0,visible,,"Miniso Screwdriver Set, 37 Pieces 
Description: 
Product Features: 
Brand: Miniso 
Type: Screwdrivers 
Material: ABS Plastic and steel 
Size: 37 pieces 
Keep it away from water 
",1,0,1,Thanks for purchasing,,720.00,Tools,,Dhaka Only,"miniso screwdriver-1000x1000.jpg,miniso screwdriver1-1000x1000.jpg",0,yes,percentage,https://www.electronics.com.bd/accessories-tools/Miniso-Screwdriver-Set-screw-driver,"https://www.electronics.com.bd/image/cache/catalog/tools/miniso%20screwdriver-1000x1000.jpg,https://www.electronics.com.bd/image/cache/catalog/tools/miniso%20screwdriver1-1000x1000.jpg"
,simple,,MASTECH MS8261 LCD Backlight Display Digital MultiMeters AC/DC Volt Amp hFE Test,1,0,visible,,"Features: 
1. Model: MS8261 
2. Maximum display: 1999 
3. Data hold 
3. Auto power off 
4. LCD Backlight Display 
5. Full symbol display 
6. All ranges fused 
7. Built-in resettable fuse protection,full protective anti-burn 
8.Transistor hFE Test 
9. Continuity test 
10. Diode Test 
Specification: 
1. DCV: 200m/2V/20V/200V/1000V± 0.5% 
2. ACV: 2V/20V/200V/750V± 0.8% 
3. DCA: 2mA/20mA/200mA/10A 
2mA± 0.8% ; 20mA/200mA± 1.5% ; 10A± 2.0% 
4. ACA: 2mA/200mA/10A 
2mA/200mA± 1.8% ; 10A± 3.0% 
5. Resistance: 200/2K/20K/200K/2MΩ /20MΩ± 0.8% ; 200MΩ± 5.0% 
6. Capacitance: 2n/20n/200n/2u/20uF± 4.0% 
7. Dimension: 195 * 55 * 92mm 
8. Power Supply: 1 * 9V 6F22  
  
not included 
Package includes: 
1 x MASTECH MS8261 DMM Digital Multimeter 
1 x Test Lead 
1 x Multi-function Socket 
1 x User Manual 
",1,0,1,Thanks for purchasing,,"2,350.00","Active Components,Meters",,Dhaka Only,"mastech-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,mastech2-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,mastech3-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg",0,yes,percentage,https://www.electronics.com.bd/Active-Components/Active-Components-meters/mastech-ms8261-parts-ic-module-sensor-arduino-robotics-project-electronics-bangladesh,"https://www.electronics.com.bd/image/cache/catalog/accessories/mastech-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,https://www.electronics.com.bd/image/cache/catalog/accessories/mastech2-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,https://www.electronics.com.bd/image/cache/catalog/accessories/mastech3-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg"
,simple,,Frequency Divider 3 Way Crossover Audio HiFi Filters DIY For Home Theater,1,0,visible,,"Divider: Tweeter, midrange and bass three-way Divider 
  
Model: 3806 
  
Maximum power: 600W 
  
Impedance: 4-8Ohm 
  
Frequency: 45Hz-28KHz 
",1,0,1,Thanks for purchasing,,"7,000.00",Amplifier board,,Dhaka Only,"Speakers-Frequency-Divider-Tweeter-Midrange-Subwoofer2-1000x1000.jpg,Speakers-Frequency-Divider-Tweeter-Midrange-Subwoofer1-1000x1000.jpg,Speakers-Frequency-Divider-Tweeter-Midrange-Subwoofer3-1000x1000.jpg,Speakers-Frequency-Divider-Tweeter-Midrange-Subwoofer-1000x1000.jpg",0,yes,percentage,https://www.electronics.com.bd/Amplifier-Board/Speakers-Frequency-Divider-Tweeter-Midrange-Subwoofer-600-watt,"https://www.electronics.com.bd/image/cache/catalog/amplifier/Speakers-Frequency-Divider-Tweeter-Midrange-Subwoofer-1000x1000.jpg,https://www.electronics.com.bd/image/cache/catalog/amplifier/Speakers-Frequency-Divider-Tweeter-Midrange-Subwoofer1-1000x1000.jpg,https://www.electronics.com.bd/image/cache/catalog/amplifier/Speakers-Frequency-Divider-Tweeter-Midrange-Subwoofer2-1000x1000.jpg,https://www.electronics.com.bd/image/cache/catalog/amplifier/Speakers-Frequency-Divider-Tweeter-Midrange-Subwoofer3-1000x1000.jpg"
,simple,,Mylar 15uF 50V Capacitor,1,0,visible,,"Mylar 15uF 50V Capacitor 
",1,0,1,Thanks for purchasing,,3.00,"Passive Components,Capacitors",,Dhaka Only,mylar cap catagory picture-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-capacitors/Mylar-15uF-50V-Capacitor,https://www.electronics.com.bd/image/cache/catalog/capacitor/mylar%20cap%20catagory%20picture-1000x1000.jpg
,simple,,Resistor 3.9k ohm 1/4W 0.25W 1% METAL FILM (Limited Quantity),1,0,visible,,"Specifications 
Power : 0.25 Watts 
Tolerance : 1% 
Low noise, Low voltage coefficient 
Resistor Type : Metal Film 
Lead Free 
RoHS 
",1,0,1,Thanks for purchasing,,2.00,"Passive Components,Resistors",,Dhaka Only,metal-film-resistor-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-resistors/resistor-3.9k-ohm-1-4w-metal-film,https://www.electronics.com.bd/image/cache/catalog/resistor/metal-film-resistor-1000x1000.jpg
,simple,,74LS51 Dual AND-OR-INVERT Gate,1,0,visible,,,1,0,1,Thanks for purchasing,,20.00,"Passive Components,IC",,Dhaka Only,74LS125-74125-74HC125-buffer-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-ic/74ls51-dual-and-or-invert-gate-parts-ic-module-sensor-arduino-transistor-resistor-capacitor-robotics-project,https://www.electronics.com.bd/image/cache/catalog/ICs/74LS125-74125-74HC125-buffer-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg
,simple,,MD1802 High voltage NPN power transistor,1,0,visible,,"MD1802 High voltage NPN power transistor 
",1,0,1,Thanks for purchasing,,40.00,"Passive Components,Transistors",,Dhaka Only,$_58-1000x1000.JPG,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-transistors/MD1802-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh,https://www.electronics.com.bd/image/cache/catalog/ICs/$_58-1000x1000.JPG
,simple,,Resistor 3.6 ohm 1/4W 0.25W 1% SMD 1206 (Limited Quantity),1,0,visible,,"Specification 
Value 
Power Rating 
1/4W 
Tolerance 
1% 
Family 
RK73H 
Technology 
Thick Film 
Temperature Coefficient 
?100ppm/?C 
Minimum Operating Temperature 
-55?C 
Maximum Operating Temperature 
155?C 
Mounting 
Surface Mount 
Packaging 
Punched Paper Tape and Reel 
Case Size 
1206 
Case Style 
Molded 
Package/Case 
1206 
Product Depth 
1.6mm 
Product Height 
0.6mm 
Product Length 
3.2mm 
Product Type 
Resistor 
",1,0,1,Thanks for purchasing,,2.00,SMD Components,,Dhaka Only,SMD-1206-W-resistor-serface-mount-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/smd-components/resistor-3-6-ohm-1-4w-smd,https://www.electronics.com.bd/image/cache/catalog/resistor/SMD-1206-W-resistor-serface-mount-1000x1000.jpg
,simple,,Flysky FS-i6,1,0,visible,,"6 Channels 
Model Type Glider/Heli/Airplane 
RF Range: 2.40-2.48GHz 
Bandwidth 500KHz 
Band 142 
RF Power Less Than 20dBm 
Code Type GFSK 
Sensitivity: 1024 
Low Voltage Warning: less than 4.2V 
ANT length: 26mm x 2(dual antenna) 
Weight : 392g 
Power: 6V 1.5AA x 4 
Display mode: Transflective STN positive type, 128 x 64 dot matrix VA73 x 39mm, white backlight. 
Size: 174x89x190mm 
On-line update:yes 
Items Included 
FlySky FS-i6 2.4G 6CH AFHDS RC Transmitter 
FlySky 2.4G 6CH AFHDS FS-iA6 Receiver 
",1,0,1,Thanks for purchasing,,"4,200.00",Drone,,Dhaka Only,Flysky-FS-i6-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/accessories-drone/flysky-fs-i6-parts-ic-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh,https://www.electronics.com.bd/image/cache/catalog/robotics/Flysky-FS-i6-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg
,simple,,200k Ohm 204 Variable Resistor Trimpot Potentiometer,1,0,visible,,"Trimmer Potentiometers  
These trimmer pots have a clutch mechanism that prevents excessive wiper rotation. They are also compatible with ultrasonic cleaning.  
200k ohm  
10%  
Vertical Mount  
Side adjust  
25 Turns +/-5  
Sealed Cermet  
Square  
9.5mm package  
Staggered Leads  
Rating:  
Power rating: 0.5W 70�C  
Max Working Voltage: 300Vdc  
Max Wiper Current: 100mA max.  
Residual Resistance: 2 ohm max  
Contact Resistance Variation: 3% or 3 ohm max (whichever is greater)  
Dielectric Strength: 1000Vac  
Insulation Resistance: 1000M ohm min (500Vdc)  
Torque: 14.7mNm (150gh-cm) max  
Applications:  
Measuring instruments  
Fax machines  
PPC's  
CPU's  
Printers  
Sensors  
",1,0,1,Thanks for purchasing,,12.00,"Passive Components,Resistors",,Dhaka Only,200k-204-variable-resistor-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-resistors/200k-trimmer-pot-parts-ic-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh,https://www.electronics.com.bd/image/cache/catalog/big_resistor/200k-204-variable-resistor-1000x1000.jpg
,simple,,CD4027 Dual JK Master-Slave Flip-Flop,1,0,visible,,"CD4027 Dual JK Master-Slave Flip-Flop 
",1,0,1,Thanks for purchasing,,25.00,"Passive Components,IC",,Dhaka Only,74LS151-74151-74HC151-MUX-8-INPUT-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-ic/CD4027-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh,https://www.electronics.com.bd/image/cache/catalog/ICs/74LS151-74151-74HC151-MUX-8-INPUT-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg
,simple,,1M ohm Variable POT Resistor Potentiometer,1,0,visible,,"1MΩ Variable POT Resistor Potentiometer 
",1,0,1,Thanks for purchasing,,12.00,"Passive Components,Resistors",,Dhaka Only,105-1M-ohm-variable-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-resistors/105-1m-ohm-variable-parts-ic-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh,https://www.electronics.com.bd/image/cache/catalog/big_resistor/105-1M-ohm-variable-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg
,simple,,TL071 Low-Noise JFet-input Operational Amplifier,1,0,visible,,"The TL071 JFET-input Operational Amplifier incorporates well-matched, high-voltage JFET and bipolar transistors in a monolithic integrated circuit. The low harmonic distortion and low noise make the TL071 ideally suited for high-fidelity and audio pre-amplifier applications.  
",1,0,1,Thanks for purchasing,,30.00,"Passive Components,IC",,Dhaka Only,6n136-OPTOCOUPLER-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg,0,yes,percentage,https://www.electronics.com.bd/Passive-Components/Passive-Components-ic/TL071-Low-Noise-JFet-input-Operational-Amplifier-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh,https://www.electronics.com.bd/image/cache/catalog/ICs/6n136-OPTOCOUPLER-parts-IC-module-sensor-arduino-transistor-resistor-capacitor-robotics-project-electronics-bangladesh-1000x1000.jpg
